
Fri Jun 29 13:19:46 CEST 2018;server write;1024;97;net;local;;;
Fri Jun 29 13:19:46 CEST 2018;server read;1024;22;net;local;;;
Fri Jun 29 13:19:46 CEST 2018;memory write;1024;13;ssd;local;;;
Fri Jun 29 13:19:46 CEST 2018;memory read;1024;1;ssd;local;;;
Fri Jun 29 13:19:46 CEST 2018;server write;1024;147;net;local;;;
Fri Jun 29 13:19:46 CEST 2018;server read;1024;18;net;local;;;
Fri Jun 29 13:19:46 CEST 2018;memory write;1024;1;ssd;local;;;
Fri Jun 29 13:19:46 CEST 2018;memory read;1024;0;ssd;local;;;
Fri Jun 29 13:19:46 CEST 2018;server write;1024;95;net;local;;;
Fri Jun 29 13:19:47 CEST 2018;server read;1024;21;net;local;;;
Fri Jun 29 13:19:47 CEST 2018;memory write;1024;0;ssd;local;;;
Fri Jun 29 13:19:47 CEST 2018;memory read;1024;1;ssd;local;;;
Fri Jun 29 13:19:47 CEST 2018;server write;1024;89;net;local;;;
Fri Jun 29 13:19:47 CEST 2018;server read;1024;12;net;local;;;
Fri Jun 29 13:19:47 CEST 2018;memory write;1024;1;ssd;local;;;
Fri Jun 29 13:19:47 CEST 2018;memory read;1024;0;ssd;local;;;
Fri Jun 29 13:19:48 CEST 2018;server write;1024;547;net;local;;;
Fri Jun 29 13:19:48 CEST 2018;server read;1024;24;net;local;;;
Fri Jun 29 13:19:48 CEST 2018;memory write;1024;1;ssd;local;;;
Fri Jun 29 13:19:48 CEST 2018;memory read;1024;0;ssd;local;;;
Fri Jun 29 13:19:48 CEST 2018;server write;1024;75;net;local;;;
Fri Jun 29 13:19:48 CEST 2018;server read;1024;14;net;local;;;
Fri Jun 29 13:19:48 CEST 2018;memory write;1024;0;ssd;local;;;
Fri Jun 29 13:19:48 CEST 2018;memory read;1024;1;ssd;local;;;
Fri Jun 29 13:19:48 CEST 2018;server write;1024;93;net;local;;;
Fri Jun 29 13:19:48 CEST 2018;server read;1024;17;net;local;;;
Fri Jun 29 13:19:48 CEST 2018;memory write;1024;0;ssd;local;;;
Fri Jun 29 13:19:48 CEST 2018;memory read;1024;1;ssd;local;;;
Fri Jun 29 13:19:48 CEST 2018;server write;1024;109;net;local;;;
Fri Jun 29 13:19:49 CEST 2018;server read;1024;9;net;local;;;
Fri Jun 29 13:19:49 CEST 2018;memory write;1024;1;ssd;local;;;
Fri Jun 29 13:19:49 CEST 2018;memory read;1024;0;ssd;local;;;
