
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;1;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
Thu Jun 21 02:21:56 CEST 2018;server write;10;0;local net;t1;;;
