Time of test;test type;file size[kB];time[ms];transfer media;test name
Sun May 20 18:14:06 CEST 2018;memory read;10000;20;SSD;local2;;;
Sun May 20 18:14:06 CEST 2018;server write;10000;141;local net;local2;;;
Sun May 20 18:14:06 CEST 2018;server read;10000;54;local net;local2;;;
Sun May 20 18:14:06 CEST 2018;memory write;10000;17;SSD;local2;;;
Sun May 20 18:14:06 CEST 2018;memory read;10000;5;SSD;local2;;;
Sun May 20 18:14:06 CEST 2018;server write;10000;130;local net;local2;;;
Sun May 20 18:14:06 CEST 2018;server read;10000;53;local net;local2;;;
Sun May 20 18:14:06 CEST 2018;memory write;10000;16;SSD;local2;;;
Sun May 20 18:14:06 CEST 2018;memory read;10000;3;SSD;local2;;;
Sun May 20 18:14:07 CEST 2018;server write;10000;134;local net;local2;;;
Sun May 20 18:14:07 CEST 2018;server read;10000;55;local net;local2;;;
Sun May 20 18:14:07 CEST 2018;memory write;10000;17;SSD;local2;;;
Sun May 20 18:14:07 CEST 2018;memory read;10000;8;SSD;local2;;;
Sun May 20 18:14:07 CEST 2018;server write;10000;155;local net;local2;;;
Sun May 20 18:14:07 CEST 2018;server read;10000;53;local net;local2;;;
Sun May 20 18:14:07 CEST 2018;memory write;10000;59;SSD;local2;;;
Sun May 20 18:14:07 CEST 2018;memory read;10000;18;SSD;local2;;;
Sun May 20 18:14:07 CEST 2018;server write;10000;59;local net;local2;;;
Sun May 20 18:14:07 CEST 2018;server read;10000;52;local net;local2;;;
Sun May 20 18:14:07 CEST 2018;memory write;10000;16;SSD;local2;;;
Sun May 20 18:14:07 CEST 2018;memory read;10000;18;SSD;local2;;;
Sun May 20 18:14:07 CEST 2018;server write;10000;163;local net;local2;;;
Sun May 20 18:14:07 CEST 2018;server read;10000;79;local net;local2;;;
Sun May 20 18:14:07 CEST 2018;memory write;10000;45;SSD;local2;;;
Sun May 20 18:14:07 CEST 2018;memory read;10000;6;SSD;local2;;;
Sun May 20 18:14:07 CEST 2018;server write;10000;51;local net;local2;;;
Sun May 20 18:14:07 CEST 2018;server read;10000;42;local net;local2;;;
Sun May 20 18:14:07 CEST 2018;memory write;10000;18;SSD;local2;;;
Sun May 20 18:14:07 CEST 2018;memory read;10000;3;SSD;local2;;;
Sun May 20 18:14:08 CEST 2018;server write;10000;63;local net;local2;;;
Sun May 20 18:14:08 CEST 2018;server read;10000;116;local net;local2;;;
Sun May 20 18:14:08 CEST 2018;memory write;10000;18;SSD;local2;;;
Sun May 20 18:14:08 CEST 2018;memory read;10000;4;SSD;local2;;;
Sun May 20 18:14:08 CEST 2018;server write;10000;118;local net;local2;;;
Sun May 20 18:14:08 CEST 2018;server read;10000;87;local net;local2;;;
Sun May 20 18:14:08 CEST 2018;memory write;10000;17;SSD;local2;;;
Sun May 20 18:14:08 CEST 2018;memory read;10000;4;SSD;local2;;;
Sun May 20 18:14:08 CEST 2018;server write;10000;46;local net;local2;;;
Sun May 20 18:14:08 CEST 2018;server read;10000;58;local net;local2;;;
Sun May 20 18:14:08 CEST 2018;memory write;10000;48;SSD;local2;;;
Sun May 20 18:14:08 CEST 2018;memory read;10000;16;SSD;local2;;;
Sun May 20 18:14:08 CEST 2018;server write;10000;91;local net;local2;;;
Sun May 20 18:14:08 CEST 2018;server read;10000;68;local net;local2;;;
Sun May 20 18:14:08 CEST 2018;memory write;10000;57;SSD;local2;;;
Sun May 20 18:14:08 CEST 2018;memory read;10000;14;SSD;local2;;;
Sun May 20 18:14:08 CEST 2018;server write;10000;73;local net;local2;;;
Sun May 20 18:14:08 CEST 2018;server read;10000;51;local net;local2;;;
Sun May 20 18:14:08 CEST 2018;memory write;10000;39;SSD;local2;;;
Sun May 20 18:14:08 CEST 2018;memory read;10000;22;SSD;local2;;;
Sun May 20 18:14:09 CEST 2018;server write;10000;111;local net;local2;;;
Sun May 20 18:14:09 CEST 2018;server read;10000;47;local net;local2;;;
Sun May 20 18:14:09 CEST 2018;memory write;10000;16;SSD;local2;;;
Sun May 20 18:14:09 CEST 2018;memory read;10000;4;SSD;local2;;;
Sun May 20 18:14:09 CEST 2018;server write;10000;101;local net;local2;;;
Sun May 20 18:14:09 CEST 2018;server read;10000;106;local net;local2;;;
Sun May 20 18:14:09 CEST 2018;memory write;10000;15;SSD;local2;;;
Sun May 20 18:14:09 CEST 2018;memory read;10000;4;SSD;local2;;;
Sun May 20 18:14:09 CEST 2018;server write;10000;53;local net;local2;;;
Sun May 20 18:14:09 CEST 2018;server read;10000;99;local net;local2;;;
Sun May 20 18:14:09 CEST 2018;memory write;10000;48;SSD;local2;;;
Sun May 20 18:14:09 CEST 2018;memory read;10000;19;SSD;local2;;;
Sun May 20 18:14:09 CEST 2018;server write;10000;77;local net;local2;;;
Sun May 20 18:14:09 CEST 2018;server read;10000;79;local net;local2;;;
Sun May 20 18:14:09 CEST 2018;memory write;10000;43;SSD;local2;;;
Sun May 20 18:14:09 CEST 2018;memory read;10000;10;SSD;local2;;;
Sun May 20 18:14:09 CEST 2018;server write;10000;62;local net;local2;;;
Sun May 20 18:14:09 CEST 2018;server read;10000;44;local net;local2;;;
Sun May 20 18:14:09 CEST 2018;memory write;10000;15;SSD;local2;;;
Sun May 20 18:14:09 CEST 2018;memory read;10000;4;SSD;local2;;;
Sun May 20 18:14:10 CEST 2018;server write;10000;100;local net;local2;;;
Sun May 20 18:14:10 CEST 2018;server read;10000;78;local net;local2;;;
Sun May 20 18:14:10 CEST 2018;memory write;10000;16;SSD;local2;;;
Sun May 20 18:14:10 CEST 2018;memory read;10000;3;SSD;local2;;;
Sun May 20 18:14:10 CEST 2018;server write;10000;68;local net;local2;;;
Sun May 20 18:14:10 CEST 2018;server read;10000;72;local net;local2;;;
Sun May 20 18:14:10 CEST 2018;memory write;10000;24;SSD;local2;;;
Sun May 20 18:14:10 CEST 2018;memory read;10000;4;SSD;local2;;;
Sun May 20 18:14:10 CEST 2018;server write;10000;48;local net;local2;;;
Sun May 20 18:14:10 CEST 2018;server read;10000;50;local net;local2;;;
Sun May 20 18:14:10 CEST 2018;memory write;10000;17;SSD;local2;;;
Sun May 20 18:14:10 CEST 2018;memory read;10000;8;SSD;local2;;;
Sun May 20 18:14:10 CEST 2018;server write;10000;54;local net;local2;;;
Sun May 20 18:14:10 CEST 2018;server read;10000;130;local net;local2;;;
Sun May 20 18:14:10 CEST 2018;memory write;10000;17;SSD;local2;;;
Sun May 20 18:14:10 CEST 2018;memory read;10000;9;SSD;local2;;;
Sun May 20 18:14:10 CEST 2018;server write;10000;95;local net;local2;;;
Sun May 20 18:14:10 CEST 2018;server read;10000;100;local net;local2;;;
Sun May 20 18:14:10 CEST 2018;memory write;10000;16;SSD;local2;;;
Sun May 20 18:14:10 CEST 2018;memory read;10000;9;SSD;local2;;;
Sun May 20 18:14:10 CEST 2018;server write;10000;45;local net;local2;;;
Sun May 20 18:14:11 CEST 2018;server read;10000;113;local net;local2;;;
Sun May 20 18:14:11 CEST 2018;memory write;10000;49;SSD;local2;;;
Sun May 20 18:14:11 CEST 2018;memory read;10000;14;SSD;local2;;;
Sun May 20 18:14:11 CEST 2018;server write;10000;54;local net;local2;;;
Sun May 20 18:14:11 CEST 2018;server read;10000;73;local net;local2;;;
Sun May 20 18:14:11 CEST 2018;memory write;10000;20;SSD;local2;;;
Sun May 20 18:14:11 CEST 2018;memory read;10000;16;SSD;local2;;;
Sun May 20 18:14:11 CEST 2018;server write;10000;110;local net;local2;;;
Sun May 20 18:14:11 CEST 2018;server read;10000;49;local net;local2;;;
Sun May 20 18:14:11 CEST 2018;memory write;10000;24;SSD;local2;;;
Sun May 20 18:14:11 CEST 2018;memory read;10000;3;SSD;local2;;;
Sun May 20 18:14:11 CEST 2018;server write;10000;81;local net;local2;;;
Sun May 20 18:14:11 CEST 2018;server read;10000;96;local net;local2;;;
Sun May 20 18:14:11 CEST 2018;memory write;10000;16;SSD;local2;;;
Sun May 20 18:14:11 CEST 2018;memory read;10000;4;SSD;local2;;;
Sun May 20 18:14:11 CEST 2018;server write;10000;56;local net;local2;;;
Sun May 20 18:14:11 CEST 2018;server read;10000;65;local net;local2;;;
Sun May 20 18:14:11 CEST 2018;memory write;10000;46;SSD;local2;;;
Sun May 20 18:14:11 CEST 2018;memory read;10000;21;SSD;local2;;;
Sun May 20 18:14:11 CEST 2018;server write;10000;67;local net;local2;;;
Sun May 20 18:14:11 CEST 2018;server read;10000;45;local net;local2;;;
Sun May 20 18:14:12 CEST 2018;memory write;10000;18;SSD;local2;;;
Sun May 20 18:14:12 CEST 2018;memory read;10000;14;SSD;local2;;;
Sun May 20 18:14:12 CEST 2018;server write;10000;156;local net;local2;;;
Sun May 20 18:14:12 CEST 2018;server read;10000;103;local net;local2;;;
Sun May 20 18:14:12 CEST 2018;memory write;10000;36;SSD;local2;;;
Sun May 20 18:14:12 CEST 2018;memory read;10000;3;SSD;local2;;;
Sun May 20 18:14:12 CEST 2018;server write;10000;49;local net;local2;;;
Sun May 20 18:14:12 CEST 2018;server read;10000;43;local net;local2;;;
Sun May 20 18:14:12 CEST 2018;memory write;10000;14;SSD;local2;;;
Sun May 20 18:14:12 CEST 2018;memory read;10000;3;SSD;local2;;;
Sun May 20 18:14:12 CEST 2018;server write;10000;44;local net;local2;;;
Sun May 20 18:14:12 CEST 2018;server read;10000;97;local net;local2;;;
Sun May 20 18:14:12 CEST 2018;memory write;10000;44;SSD;local2;;;
Sun May 20 18:14:12 CEST 2018;memory read;10000;13;SSD;local2;;;
Sun May 20 18:14:12 CEST 2018;server write;10000;58;local net;local2;;;
Sun May 20 18:14:12 CEST 2018;server read;10000;58;local net;local2;;;
Sun May 20 18:14:12 CEST 2018;memory write;10000;15;SSD;local2;;;
Sun May 20 18:14:12 CEST 2018;memory read;10000;3;SSD;local2;;;
Sun May 20 18:14:12 CEST 2018;server write;10000;120;local net;local2;;;
Sun May 20 18:14:12 CEST 2018;server read;10000;65;local net;local2;;;
Sun May 20 18:14:12 CEST 2018;memory write;10000;16;SSD;local2;;;
Sun May 20 18:14:12 CEST 2018;memory read;10000;3;SSD;local2;;;
Sun May 20 18:14:13 CEST 2018;server write;10000;46;local net;local2;;;
Sun May 20 18:14:13 CEST 2018;server read;10000;42;local net;local2;;;
Sun May 20 18:14:13 CEST 2018;memory write;10000;14;SSD;local2;;;
Sun May 20 18:14:13 CEST 2018;memory read;10000;3;SSD;local2;;;
Sun May 20 18:14:13 CEST 2018;server write;10000;109;local net;local2;;;
Sun May 20 18:14:13 CEST 2018;server read;10000;66;local net;local2;;;
Sun May 20 18:14:13 CEST 2018;memory write;10000;24;SSD;local2;;;
Sun May 20 18:14:13 CEST 2018;memory read;10000;3;SSD;local2;;;
Sun May 20 18:14:13 CEST 2018;server write;10000;44;local net;local2;;;
Sun May 20 18:14:13 CEST 2018;server read;10000;45;local net;local2;;;
Sun May 20 18:14:13 CEST 2018;memory write;10000;15;SSD;local2;;;
Sun May 20 18:14:13 CEST 2018;memory read;10000;5;SSD;local2;;;
Sun May 20 18:14:13 CEST 2018;server write;10000;150;local net;local2;;;
Sun May 20 18:14:13 CEST 2018;server read;10000;44;local net;local2;;;
Sun May 20 18:14:13 CEST 2018;memory write;10000;16;SSD;local2;;;
Sun May 20 18:14:13 CEST 2018;memory read;10000;12;SSD;local2;;;
Sun May 20 18:14:13 CEST 2018;server write;10000;125;local net;local2;;;
Sun May 20 18:14:13 CEST 2018;server read;10000;53;local net;local2;;;
Sun May 20 18:14:13 CEST 2018;memory write;10000;16;SSD;local2;;;
Sun May 20 18:14:13 CEST 2018;memory read;10000;5;SSD;local2;;;
Sun May 20 18:14:13 CEST 2018;server write;10000;121;local net;local2;;;
Sun May 20 18:14:14 CEST 2018;server read;10000;58;local net;local2;;;
Sun May 20 18:14:14 CEST 2018;memory write;10000;16;SSD;local2;;;
Sun May 20 18:14:14 CEST 2018;memory read;10000;3;SSD;local2;;;
Sun May 20 18:14:14 CEST 2018;server write;10000;45;local net;local2;;;
Sun May 20 18:14:14 CEST 2018;server read;10000;46;local net;local2;;;
Sun May 20 18:14:14 CEST 2018;memory write;10000;15;SSD;local2;;;
Sun May 20 18:14:14 CEST 2018;memory read;10000;4;SSD;local2;;;
Sun May 20 18:14:14 CEST 2018;server write;10000;107;local net;local2;;;
Sun May 20 18:14:14 CEST 2018;server read;10000;122;local net;local2;;;
Sun May 20 18:14:14 CEST 2018;memory write;10000;16;SSD;local2;;;
Sun May 20 18:14:14 CEST 2018;memory read;10000;5;SSD;local2;;;
Sun May 20 18:14:14 CEST 2018;server write;10000;52;local net;local2;;;
Sun May 20 18:14:14 CEST 2018;server read;10000;131;local net;local2;;;
Sun May 20 18:14:14 CEST 2018;memory write;10000;32;SSD;local2;;;
Sun May 20 18:14:14 CEST 2018;memory read;10000;4;SSD;local2;;;
Sun May 20 18:14:14 CEST 2018;server write;10000;59;local net;local2;;;
Sun May 20 18:14:14 CEST 2018;server read;10000;52;local net;local2;;;
Sun May 20 18:14:14 CEST 2018;memory write;10000;37;SSD;local2;;;
Sun May 20 18:14:14 CEST 2018;memory read;10000;4;SSD;local2;;;
Sun May 20 18:14:14 CEST 2018;server write;10000;148;local net;local2;;;
Sun May 20 18:14:14 CEST 2018;server read;10000;47;local net;local2;;;
Sun May 20 18:14:14 CEST 2018;memory write;10000;18;SSD;local2;;;
Sun May 20 18:14:14 CEST 2018;memory read;10000;4;SSD;local2;;;
Sun May 20 18:14:15 CEST 2018;server write;10000;45;local net;local2;;;
Sun May 20 18:14:15 CEST 2018;server read;10000;44;local net;local2;;;
Sun May 20 18:14:15 CEST 2018;memory write;10000;16;SSD;local2;;;
Sun May 20 18:14:15 CEST 2018;memory read;10000;3;SSD;local2;;;
Sun May 20 18:14:15 CEST 2018;server write;10000;74;local net;local2;;;
Sun May 20 18:14:15 CEST 2018;server read;10000;47;local net;local2;;;
Sun May 20 18:14:15 CEST 2018;memory write;10000;26;SSD;local2;;;
Sun May 20 18:14:15 CEST 2018;memory read;10000;4;SSD;local2;;;
Sun May 20 18:14:15 CEST 2018;server write;10000;49;local net;local2;;;
Sun May 20 18:14:15 CEST 2018;server read;10000;45;local net;local2;;;
Sun May 20 18:14:15 CEST 2018;memory write;10000;16;SSD;local2;;;
Sun May 20 18:14:15 CEST 2018;memory read;10000;3;SSD;local2;;;
Sun May 20 18:14:15 CEST 2018;server write;10000;88;local net;local2;;;
Sun May 20 18:14:15 CEST 2018;server read;10000;105;local net;local2;;;
Sun May 20 18:14:15 CEST 2018;memory write;10000;16;SSD;local2;;;
Sun May 20 18:14:15 CEST 2018;memory read;10000;3;SSD;local2;;;
Sun May 20 18:14:15 CEST 2018;server write;10000;47;local net;local2;;;
Sun May 20 18:14:15 CEST 2018;server read;10000;69;local net;local2;;;
Sun May 20 18:14:15 CEST 2018;memory write;10000;45;SSD;local2;;;
Sun May 20 18:14:15 CEST 2018;memory read;10000;12;SSD;local2;;;
Sun May 20 18:14:15 CEST 2018;server write;10000;100;local net;local2;;;
Sun May 20 18:14:15 CEST 2018;server read;10000;51;local net;local2;;;
Sun May 20 18:14:15 CEST 2018;memory write;10000;42;SSD;local2;;;
Sun May 20 18:14:15 CEST 2018;memory read;10000;16;SSD;local2;;;
Sun May 20 18:14:16 CEST 2018;server write;10000;66;local net;local2;;;
Sun May 20 18:14:16 CEST 2018;server read;10000;44;local net;local2;;;
Sun May 20 18:14:16 CEST 2018;memory write;10000;17;SSD;local2;;;
Sun May 20 18:14:16 CEST 2018;memory read;10000;3;SSD;local2;;;
Sun May 20 18:14:16 CEST 2018;server write;10000;142;local net;local2;;;
Sun May 20 18:14:16 CEST 2018;server read;10000;56;local net;local2;;;
Sun May 20 18:14:16 CEST 2018;memory write;10000;16;SSD;local2;;;
Sun May 20 18:14:16 CEST 2018;memory read;10000;4;SSD;local2;;;
Sun May 20 18:14:16 CEST 2018;server write;10000;45;local net;local2;;;
Sun May 20 18:14:16 CEST 2018;server read;10000;47;local net;local2;;;
Sun May 20 18:14:16 CEST 2018;memory write;10000;18;SSD;local2;;;
Sun May 20 18:14:16 CEST 2018;memory read;10000;10;SSD;local2;;;
Sun May 20 18:14:16 CEST 2018;server write;10000;124;local net;local2;;;
Sun May 20 18:14:16 CEST 2018;server read;10000;81;local net;local2;;;
Sun May 20 18:14:16 CEST 2018;memory write;10000;17;SSD;local2;;;
Sun May 20 18:14:16 CEST 2018;memory read;10000;13;SSD;local2;;;
Sun May 20 18:14:16 CEST 2018;server write;10000;45;local net;local2;;;
Sun May 20 18:14:16 CEST 2018;server read;10000;124;local net;local2;;;
Sun May 20 18:14:16 CEST 2018;memory write;10000;35;SSD;local2;;;
Sun May 20 18:14:16 CEST 2018;memory read;10000;21;SSD;local2;;;
Sun May 20 18:14:16 CEST 2018;server write;10000;50;local net;local2;;;
Sun May 20 18:14:17 CEST 2018;server read;10000;54;local net;local2;;;
Sun May 20 18:14:17 CEST 2018;memory write;10000;16;SSD;local2;;;
Sun May 20 18:14:17 CEST 2018;memory read;10000;9;SSD;local2;;;
Sun May 20 18:14:17 CEST 2018;server write;10000;101;local net;local2;;;
Sun May 20 18:14:17 CEST 2018;server read;10000;75;local net;local2;;;
Sun May 20 18:14:17 CEST 2018;memory write;10000;19;SSD;local2;;;
Sun May 20 18:14:17 CEST 2018;memory read;10000;20;SSD;local2;;;
Sun May 20 18:14:17 CEST 2018;server write;10000;49;local net;local2;;;
Sun May 20 18:14:17 CEST 2018;server read;10000;82;local net;local2;;;
Sun May 20 18:14:17 CEST 2018;memory write;10000;23;SSD;local2;;;
Sun May 20 18:14:17 CEST 2018;memory read;10000;4;SSD;local2;;;
Sun May 20 18:14:17 CEST 2018;server write;10000;49;local net;local2;;;
Sun May 20 18:14:17 CEST 2018;server read;10000;42;local net;local2;;;
Sun May 20 18:14:17 CEST 2018;memory write;10000;25;SSD;local2;;;
Sun May 20 18:14:17 CEST 2018;memory read;10000;6;SSD;local2;;;
Sun May 20 18:14:17 CEST 2018;server write;11000;129;local net;local2;;;
Sun May 20 18:14:17 CEST 2018;server read;11000;78;local net;local2;;;
Sun May 20 18:14:17 CEST 2018;memory write;11000;22;SSD;local2;;;
Sun May 20 18:14:17 CEST 2018;memory read;11000;12;SSD;local2;;;
Sun May 20 18:14:17 CEST 2018;server write;11000;52;local net;local2;;;
Sun May 20 18:14:17 CEST 2018;server read;11000;68;local net;local2;;;
Sun May 20 18:14:18 CEST 2018;memory write;11000;60;SSD;local2;;;
Sun May 20 18:14:18 CEST 2018;memory read;11000;21;SSD;local2;;;
Sun May 20 18:14:18 CEST 2018;server write;11000;94;local net;local2;;;
Sun May 20 18:14:18 CEST 2018;server read;11000;102;local net;local2;;;
Sun May 20 18:14:18 CEST 2018;memory write;11000;44;SSD;local2;;;
Sun May 20 18:14:18 CEST 2018;memory read;11000;5;SSD;local2;;;
Sun May 20 18:14:18 CEST 2018;server write;11000;64;local net;local2;;;
Sun May 20 18:14:18 CEST 2018;server read;11000;50;local net;local2;;;
Sun May 20 18:14:18 CEST 2018;memory write;11000;25;SSD;local2;;;
Sun May 20 18:14:18 CEST 2018;memory read;11000;5;SSD;local2;;;
Sun May 20 18:14:18 CEST 2018;server write;11000;141;local net;local2;;;
Sun May 20 18:14:18 CEST 2018;server read;11000;52;local net;local2;;;
Sun May 20 18:14:18 CEST 2018;memory write;11000;20;SSD;local2;;;
Sun May 20 18:14:18 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:18 CEST 2018;server write;11000;53;local net;local2;;;
Sun May 20 18:14:18 CEST 2018;server read;11000;63;local net;local2;;;
Sun May 20 18:14:18 CEST 2018;memory write;11000;56;SSD;local2;;;
Sun May 20 18:14:18 CEST 2018;memory read;11000;13;SSD;local2;;;
Sun May 20 18:14:18 CEST 2018;server write;11000;57;local net;local2;;;
Sun May 20 18:14:18 CEST 2018;server read;11000;48;local net;local2;;;
Sun May 20 18:14:18 CEST 2018;memory write;11000;23;SSD;local2;;;
Sun May 20 18:14:18 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:19 CEST 2018;server write;11000;52;local net;local2;;;
Sun May 20 18:14:19 CEST 2018;server read;11000;102;local net;local2;;;
Sun May 20 18:14:19 CEST 2018;memory write;11000;49;SSD;local2;;;
Sun May 20 18:14:19 CEST 2018;memory read;11000;13;SSD;local2;;;
Sun May 20 18:14:19 CEST 2018;server write;11000;50;local net;local2;;;
Sun May 20 18:14:19 CEST 2018;server read;11000;70;local net;local2;;;
Sun May 20 18:14:19 CEST 2018;memory write;11000;16;SSD;local2;;;
Sun May 20 18:14:19 CEST 2018;memory read;11000;3;SSD;local2;;;
Sun May 20 18:14:19 CEST 2018;server write;11000;142;local net;local2;;;
Sun May 20 18:14:19 CEST 2018;server read;11000;52;local net;local2;;;
Sun May 20 18:14:19 CEST 2018;memory write;11000;21;SSD;local2;;;
Sun May 20 18:14:19 CEST 2018;memory read;11000;14;SSD;local2;;;
Sun May 20 18:14:19 CEST 2018;server write;11000;101;local net;local2;;;
Sun May 20 18:14:19 CEST 2018;server read;11000;63;local net;local2;;;
Sun May 20 18:14:19 CEST 2018;memory write;11000;16;SSD;local2;;;
Sun May 20 18:14:19 CEST 2018;memory read;11000;5;SSD;local2;;;
Sun May 20 18:14:19 CEST 2018;server write;11000;144;local net;local2;;;
Sun May 20 18:14:19 CEST 2018;server read;11000;57;local net;local2;;;
Sun May 20 18:14:19 CEST 2018;memory write;11000;17;SSD;local2;;;
Sun May 20 18:14:19 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:20 CEST 2018;server write;11000;49;local net;local2;;;
Sun May 20 18:14:20 CEST 2018;server read;11000;50;local net;local2;;;
Sun May 20 18:14:20 CEST 2018;memory write;11000;16;SSD;local2;;;
Sun May 20 18:14:20 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:20 CEST 2018;server write;11000;145;local net;local2;;;
Sun May 20 18:14:20 CEST 2018;server read;11000;70;local net;local2;;;
Sun May 20 18:14:20 CEST 2018;memory write;11000;16;SSD;local2;;;
Sun May 20 18:14:20 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:20 CEST 2018;server write;11000;51;local net;local2;;;
Sun May 20 18:14:20 CEST 2018;server read;11000;48;local net;local2;;;
Sun May 20 18:14:20 CEST 2018;memory write;11000;18;SSD;local2;;;
Sun May 20 18:14:20 CEST 2018;memory read;11000;13;SSD;local2;;;
Sun May 20 18:14:20 CEST 2018;server write;11000;73;local net;local2;;;
Sun May 20 18:14:20 CEST 2018;server read;11000;59;local net;local2;;;
Sun May 20 18:14:20 CEST 2018;memory write;11000;15;SSD;local2;;;
Sun May 20 18:14:20 CEST 2018;memory read;11000;5;SSD;local2;;;
Sun May 20 18:14:20 CEST 2018;server write;11000;51;local net;local2;;;
Sun May 20 18:14:20 CEST 2018;server read;11000;172;local net;local2;;;
Sun May 20 18:14:20 CEST 2018;memory write;11000;24;SSD;local2;;;
Sun May 20 18:14:20 CEST 2018;memory read;11000;3;SSD;local2;;;
Sun May 20 18:14:20 CEST 2018;server write;11000;52;local net;local2;;;
Sun May 20 18:14:20 CEST 2018;server read;11000;51;local net;local2;;;
Sun May 20 18:14:21 CEST 2018;memory write;11000;23;SSD;local2;;;
Sun May 20 18:14:21 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:21 CEST 2018;server write;11000;51;local net;local2;;;
Sun May 20 18:14:21 CEST 2018;server read;11000;127;local net;local2;;;
Sun May 20 18:14:21 CEST 2018;memory write;11000;18;SSD;local2;;;
Sun May 20 18:14:21 CEST 2018;memory read;11000;73;SSD;local2;;;
Sun May 20 18:14:21 CEST 2018;server write;11000;114;local net;local2;;;
Sun May 20 18:14:21 CEST 2018;server read;11000;49;local net;local2;;;
Sun May 20 18:14:21 CEST 2018;memory write;11000;16;SSD;local2;;;
Sun May 20 18:14:21 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:21 CEST 2018;server write;11000;128;local net;local2;;;
Sun May 20 18:14:21 CEST 2018;server read;11000;67;local net;local2;;;
Sun May 20 18:14:21 CEST 2018;memory write;11000;17;SSD;local2;;;
Sun May 20 18:14:21 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:21 CEST 2018;server write;11000;49;local net;local2;;;
Sun May 20 18:14:21 CEST 2018;server read;11000;66;local net;local2;;;
Sun May 20 18:14:21 CEST 2018;memory write;11000;43;SSD;local2;;;
Sun May 20 18:14:21 CEST 2018;memory read;11000;20;SSD;local2;;;
Sun May 20 18:14:21 CEST 2018;server write;11000;111;local net;local2;;;
Sun May 20 18:14:22 CEST 2018;server read;11000;100;local net;local2;;;
Sun May 20 18:14:22 CEST 2018;memory write;11000;34;SSD;local2;;;
Sun May 20 18:14:22 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:22 CEST 2018;server write;11000;54;local net;local2;;;
Sun May 20 18:14:22 CEST 2018;server read;11000;53;local net;local2;;;
Sun May 20 18:14:22 CEST 2018;memory write;11000;16;SSD;local2;;;
Sun May 20 18:14:22 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:22 CEST 2018;server write;11000;195;local net;local2;;;
Sun May 20 18:14:22 CEST 2018;server read;11000;63;local net;local2;;;
Sun May 20 18:14:22 CEST 2018;memory write;11000;17;SSD;local2;;;
Sun May 20 18:14:22 CEST 2018;memory read;11000;5;SSD;local2;;;
Sun May 20 18:14:22 CEST 2018;server write;11000;54;local net;local2;;;
Sun May 20 18:14:22 CEST 2018;server read;11000;47;local net;local2;;;
Sun May 20 18:14:22 CEST 2018;memory write;11000;17;SSD;local2;;;
Sun May 20 18:14:22 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:22 CEST 2018;server write;11000;93;local net;local2;;;
Sun May 20 18:14:22 CEST 2018;server read;11000;68;local net;local2;;;
Sun May 20 18:14:22 CEST 2018;memory write;11000;38;SSD;local2;;;
Sun May 20 18:14:22 CEST 2018;memory read;11000;15;SSD;local2;;;
Sun May 20 18:14:23 CEST 2018;server write;11000;161;local net;local2;;;
Sun May 20 18:14:23 CEST 2018;server read;11000;167;local net;local2;;;
Sun May 20 18:14:23 CEST 2018;memory write;11000;39;SSD;local2;;;
Sun May 20 18:14:23 CEST 2018;memory read;11000;5;SSD;local2;;;
Sun May 20 18:14:23 CEST 2018;server write;11000;99;local net;local2;;;
Sun May 20 18:14:23 CEST 2018;server read;11000;54;local net;local2;;;
Sun May 20 18:14:23 CEST 2018;memory write;11000;78;SSD;local2;;;
Sun May 20 18:14:23 CEST 2018;memory read;11000;23;SSD;local2;;;
Sun May 20 18:14:23 CEST 2018;server write;11000;81;local net;local2;;;
Sun May 20 18:14:23 CEST 2018;server read;11000;137;local net;local2;;;
Sun May 20 18:14:23 CEST 2018;memory write;11000;20;SSD;local2;;;
Sun May 20 18:14:23 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:23 CEST 2018;server write;11000;206;local net;local2;;;
Sun May 20 18:14:24 CEST 2018;server read;11000;85;local net;local2;;;
Sun May 20 18:14:24 CEST 2018;memory write;11000;18;SSD;local2;;;
Sun May 20 18:14:24 CEST 2018;memory read;11000;4;SSD;local2;;;
Sun May 20 18:14:24 CEST 2018;server write;11000;49;local net;local2;;;
Sun May 20 18:14:24 CEST 2018;server read;11000;54;local net;local2;;;
Sun May 20 18:14:24 CEST 2018;memory write;11000;47;SSD;local2;;;
Sun May 20 18:14:24 CEST 2018;memory read;11000;5;SSD;local2;;;
Sun May 20 18:14:24 CEST 2018;server write;11000;86;local net;local2;;;
Sun May 20 18:14:24 CEST 2018;server read;11000;188;local net;local2;;;
