Time of test;test type;file size[kB];time[ms];transfer media;test name
Sun May 20 19:55:30 CEST 2018;memory write;8000;224;HDD;local5;;;
Sun May 20 19:55:30 CEST 2018;memory read;8000;4;HDD;local5;;;
Sun May 20 19:55:31 CEST 2018;server write;8000;50;local net;local5;;;
Sun May 20 19:55:31 CEST 2018;server read;8000;46;local net;local5;;;
Sun May 20 19:55:31 CEST 2018;memory write;8000;210;HDD;local5;;;
Sun May 20 19:55:31 CEST 2018;memory read;8000;5;HDD;local5;;;
Sun May 20 19:55:31 CEST 2018;server write;8000;57;local net;local5;;;
Sun May 20 19:55:31 CEST 2018;server read;8000;57;local net;local5;;;
Sun May 20 19:55:31 CEST 2018;memory write;8000;220;HDD;local5;;;
Sun May 20 19:55:31 CEST 2018;memory read;8000;6;HDD;local5;;;
Sun May 20 19:55:31 CEST 2018;server write;8000;44;local net;local5;;;
Sun May 20 19:55:31 CEST 2018;server read;8000;38;local net;local5;;;
Sun May 20 19:55:31 CEST 2018;memory write;8000;224;HDD;local5;;;
Sun May 20 19:55:31 CEST 2018;memory read;8000;6;HDD;local5;;;
Sun May 20 19:55:31 CEST 2018;server write;8000;39;local net;local5;;;
Sun May 20 19:55:32 CEST 2018;server read;8000;40;local net;local5;;;
Sun May 20 19:55:32 CEST 2018;memory write;8000;221;HDD;local5;;;
Sun May 20 19:55:32 CEST 2018;memory read;8000;16;HDD;local5;;;
Sun May 20 19:55:32 CEST 2018;server write;8000;112;local net;local5;;;
Sun May 20 19:55:32 CEST 2018;server read;8000;62;local net;local5;;;
Sun May 20 19:55:32 CEST 2018;memory write;8000;232;HDD;local5;;;
Sun May 20 19:55:32 CEST 2018;memory read;8000;5;HDD;local5;;;
Sun May 20 19:55:32 CEST 2018;server write;8000;51;local net;local5;;;
Sun May 20 19:55:32 CEST 2018;server read;8000;38;local net;local5;;;
Sun May 20 19:55:32 CEST 2018;memory write;8000;218;HDD;local5;;;
Sun May 20 19:55:32 CEST 2018;memory read;8000;7;HDD;local5;;;
Sun May 20 19:55:33 CEST 2018;server write;8000;48;local net;local5;;;
Sun May 20 19:55:33 CEST 2018;server read;8000;44;local net;local5;;;
Sun May 20 19:55:33 CEST 2018;memory write;8000;221;HDD;local5;;;
Sun May 20 19:55:33 CEST 2018;memory read;8000;6;HDD;local5;;;
Sun May 20 19:55:33 CEST 2018;server write;8000;48;local net;local5;;;
Sun May 20 19:55:33 CEST 2018;server read;8000;41;local net;local5;;;
Sun May 20 19:55:33 CEST 2018;memory write;8000;294;HDD;local5;;;
Sun May 20 19:55:33 CEST 2018;memory read;8000;5;HDD;local5;;;
Sun May 20 19:55:33 CEST 2018;server write;8000;60;local net;local5;;;
Sun May 20 19:55:33 CEST 2018;server read;8000;59;local net;local5;;;
Sun May 20 19:55:34 CEST 2018;memory write;8000;212;HDD;local5;;;
Sun May 20 19:55:34 CEST 2018;memory read;8000;6;HDD;local5;;;
Sun May 20 19:55:34 CEST 2018;server write;8000;51;local net;local5;;;
Sun May 20 19:55:34 CEST 2018;server read;8000;40;local net;local5;;;
Sun May 20 19:55:34 CEST 2018;memory write;8000;218;HDD;local5;;;
Sun May 20 19:55:34 CEST 2018;memory read;8000;6;HDD;local5;;;
Sun May 20 19:55:34 CEST 2018;server write;8000;50;local net;local5;;;
Sun May 20 19:55:34 CEST 2018;server read;8000;57;local net;local5;;;
Sun May 20 19:55:34 CEST 2018;memory write;8000;236;HDD;local5;;;
Sun May 20 19:55:34 CEST 2018;memory read;8000;22;HDD;local5;;;
Sun May 20 19:55:34 CEST 2018;server write;8000;129;local net;local5;;;
Sun May 20 19:55:34 CEST 2018;server read;8000;52;local net;local5;;;
Sun May 20 19:55:35 CEST 2018;memory write;8000;264;HDD;local5;;;
Sun May 20 19:55:35 CEST 2018;memory read;8000;17;HDD;local5;;;
Sun May 20 19:55:35 CEST 2018;server write;8000;93;local net;local5;;;
Sun May 20 19:55:35 CEST 2018;server read;8000;60;local net;local5;;;
Sun May 20 19:55:35 CEST 2018;memory write;8000;266;HDD;local5;;;
Sun May 20 19:55:35 CEST 2018;memory read;8000;5;HDD;local5;;;
Sun May 20 19:55:35 CEST 2018;server write;8000;72;local net;local5;;;
Sun May 20 19:55:35 CEST 2018;server read;8000;135;local net;local5;;;
Sun May 20 19:55:36 CEST 2018;memory write;8000;348;HDD;local5;;;
Sun May 20 19:55:36 CEST 2018;memory read;8000;7;HDD;local5;;;
Sun May 20 19:55:36 CEST 2018;server write;8000;54;local net;local5;;;
Sun May 20 19:55:36 CEST 2018;server read;8000;45;local net;local5;;;
Sun May 20 19:55:36 CEST 2018;memory write;8000;219;HDD;local5;;;
Sun May 20 19:55:36 CEST 2018;memory read;8000;6;HDD;local5;;;
Sun May 20 19:55:36 CEST 2018;server write;8000;45;local net;local5;;;
Sun May 20 19:55:36 CEST 2018;server read;8000;40;local net;local5;;;
Sun May 20 19:55:36 CEST 2018;memory write;8000;222;HDD;local5;;;
Sun May 20 19:55:36 CEST 2018;memory read;8000;10;HDD;local5;;;
Sun May 20 19:55:36 CEST 2018;server write;8000;49;local net;local5;;;
Sun May 20 19:55:36 CEST 2018;server read;8000;43;local net;local5;;;
Sun May 20 19:55:37 CEST 2018;memory write;8000;222;HDD;local5;;;
Sun May 20 19:55:37 CEST 2018;memory read;8000;4;HDD;local5;;;
Sun May 20 19:55:37 CEST 2018;server write;8000;46;local net;local5;;;
Sun May 20 19:55:37 CEST 2018;server read;8000;45;local net;local5;;;
Sun May 20 19:55:37 CEST 2018;memory write;8000;215;HDD;local5;;;
Sun May 20 19:55:37 CEST 2018;memory read;8000;6;HDD;local5;;;
Sun May 20 19:55:37 CEST 2018;server write;8000;39;local net;local5;;;
Sun May 20 19:55:37 CEST 2018;server read;8000;40;local net;local5;;;
Sun May 20 19:55:37 CEST 2018;memory write;8000;218;HDD;local5;;;
Sun May 20 19:55:37 CEST 2018;memory read;8000;5;HDD;local5;;;
Sun May 20 19:55:37 CEST 2018;server write;8000;40;local net;local5;;;
Sun May 20 19:55:37 CEST 2018;server read;8000;42;local net;local5;;;
Sun May 20 19:55:38 CEST 2018;memory write;8000;216;HDD;local5;;;
Sun May 20 19:55:38 CEST 2018;memory read;8000;10;HDD;local5;;;
Sun May 20 19:55:38 CEST 2018;server write;8000;169;local net;local5;;;
Sun May 20 19:55:38 CEST 2018;server read;8000;87;local net;local5;;;
Sun May 20 19:55:38 CEST 2018;memory write;8000;228;HDD;local5;;;
Sun May 20 19:55:38 CEST 2018;memory read;8000;6;HDD;local5;;;
Sun May 20 19:55:38 CEST 2018;server write;8000;78;local net;local5;;;
Sun May 20 19:55:38 CEST 2018;server read;8000;74;local net;local5;;;
Sun May 20 19:55:38 CEST 2018;memory write;8000;225;HDD;local5;;;
Sun May 20 19:55:38 CEST 2018;memory read;8000;4;HDD;local5;;;
Sun May 20 19:55:38 CEST 2018;server write;8000;62;local net;local5;;;
Sun May 20 19:55:39 CEST 2018;server read;8000;41;local net;local5;;;
Sun May 20 19:55:39 CEST 2018;memory write;8000;215;HDD;local5;;;
Sun May 20 19:55:39 CEST 2018;memory read;8000;7;HDD;local5;;;
Sun May 20 19:55:39 CEST 2018;server write;8000;49;local net;local5;;;
Sun May 20 19:55:39 CEST 2018;server read;8000;42;local net;local5;;;
Sun May 20 19:55:39 CEST 2018;memory write;8000;211;HDD;local5;;;
Sun May 20 19:55:39 CEST 2018;memory read;8000;7;HDD;local5;;;
Sun May 20 19:55:39 CEST 2018;server write;8000;66;local net;local5;;;
Sun May 20 19:55:39 CEST 2018;server read;8000;44;local net;local5;;;
Sun May 20 19:55:39 CEST 2018;memory write;8000;222;HDD;local5;;;
Sun May 20 19:55:39 CEST 2018;memory read;8000;17;HDD;local5;;;
Sun May 20 19:55:39 CEST 2018;server write;8000;86;local net;local5;;;
Sun May 20 19:55:40 CEST 2018;server read;8000;54;local net;local5;;;
Sun May 20 19:55:40 CEST 2018;memory write;8000;222;HDD;local5;;;
Sun May 20 19:55:40 CEST 2018;memory read;8000;12;HDD;local5;;;
Sun May 20 19:55:40 CEST 2018;server write;8000;106;local net;local5;;;
Sun May 20 19:55:40 CEST 2018;server read;8000;51;local net;local5;;;
Sun May 20 19:55:40 CEST 2018;memory write;8000;204;HDD;local5;;;
Sun May 20 19:55:40 CEST 2018;memory read;8000;5;HDD;local5;;;
Sun May 20 19:55:40 CEST 2018;server write;8000;65;local net;local5;;;
Sun May 20 19:55:40 CEST 2018;server read;8000;98;local net;local5;;;
Sun May 20 19:55:41 CEST 2018;memory write;8000;218;HDD;local5;;;
Sun May 20 19:55:41 CEST 2018;memory read;8000;3;HDD;local5;;;
Sun May 20 19:55:41 CEST 2018;server write;9000;59;local net;local5;;;
Sun May 20 19:55:41 CEST 2018;server read;9000;45;local net;local5;;;
Sun May 20 19:55:41 CEST 2018;memory write;9000;227;HDD;local5;;;
Sun May 20 19:55:41 CEST 2018;memory read;9000;14;HDD;local5;;;
Sun May 20 19:55:41 CEST 2018;server write;9000;57;local net;local5;;;
Sun May 20 19:55:41 CEST 2018;server read;9000;135;local net;local5;;;
Sun May 20 19:55:41 CEST 2018;memory write;9000;309;HDD;local5;;;
Sun May 20 19:55:41 CEST 2018;memory read;9000;7;HDD;local5;;;
Sun May 20 19:55:42 CEST 2018;server write;9000;114;local net;local5;;;
Sun May 20 19:55:42 CEST 2018;server read;9000;101;local net;local5;;;
Sun May 20 19:55:42 CEST 2018;memory write;9000;228;HDD;local5;;;
Sun May 20 19:55:42 CEST 2018;memory read;9000;4;HDD;local5;;;
Sun May 20 19:55:42 CEST 2018;server write;9000;61;local net;local5;;;
Sun May 20 19:55:42 CEST 2018;server read;9000;53;local net;local5;;;
Sun May 20 19:55:42 CEST 2018;memory write;9000;227;HDD;local5;;;
Sun May 20 19:55:42 CEST 2018;memory read;9000;4;HDD;local5;;;
Sun May 20 19:55:42 CEST 2018;server write;9000;67;local net;local5;;;
Sun May 20 19:55:42 CEST 2018;server read;9000;65;local net;local5;;;
Sun May 20 19:55:43 CEST 2018;memory write;9000;240;HDD;local5;;;
Sun May 20 19:55:43 CEST 2018;memory read;9000;4;HDD;local5;;;
Sun May 20 19:55:43 CEST 2018;server write;9000;189;local net;local5;;;
Sun May 20 19:55:43 CEST 2018;server read;9000;69;local net;local5;;;
Sun May 20 19:55:43 CEST 2018;memory write;9000;245;HDD;local5;;;
Sun May 20 19:55:43 CEST 2018;memory read;9000;24;HDD;local5;;;
Sun May 20 19:55:43 CEST 2018;server write;9000;145;local net;local5;;;
Sun May 20 19:55:43 CEST 2018;server read;9000;136;local net;local5;;;
Sun May 20 19:55:44 CEST 2018;memory write;9000;247;HDD;local5;;;
Sun May 20 19:55:44 CEST 2018;memory read;9000;4;HDD;local5;;;
Sun May 20 19:55:44 CEST 2018;server write;9000;47;local net;local5;;;
Sun May 20 19:55:44 CEST 2018;server read;9000;42;local net;local5;;;
Sun May 20 19:55:44 CEST 2018;memory write;9000;226;HDD;local5;;;
Sun May 20 19:55:44 CEST 2018;memory read;9000;3;HDD;local5;;;
Sun May 20 19:55:44 CEST 2018;server write;9000;52;local net;local5;;;
Sun May 20 19:55:44 CEST 2018;server read;9000;45;local net;local5;;;
Sun May 20 19:55:44 CEST 2018;memory write;9000;226;HDD;local5;;;
Sun May 20 19:55:44 CEST 2018;memory read;9000;5;HDD;local5;;;
Sun May 20 19:55:44 CEST 2018;server write;9000;81;local net;local5;;;
Sun May 20 19:55:44 CEST 2018;server read;9000;63;local net;local5;;;
Sun May 20 19:55:45 CEST 2018;memory write;9000;243;HDD;local5;;;
Sun May 20 19:55:45 CEST 2018;memory read;9000;15;HDD;local5;;;
Sun May 20 19:55:45 CEST 2018;server write;9000;198;local net;local5;;;
Sun May 20 19:55:45 CEST 2018;server read;9000;71;local net;local5;;;
Sun May 20 19:55:45 CEST 2018;memory write;9000;277;HDD;local5;;;
Sun May 20 19:55:45 CEST 2018;memory read;9000;6;HDD;local5;;;
Sun May 20 19:55:45 CEST 2018;server write;9000;65;local net;local5;;;
Sun May 20 19:55:45 CEST 2018;server read;9000;122;local net;local5;;;
Sun May 20 19:55:46 CEST 2018;memory write;9000;244;HDD;local5;;;
Sun May 20 19:55:46 CEST 2018;memory read;9000;4;HDD;local5;;;
Sun May 20 19:55:46 CEST 2018;server write;9000;96;local net;local5;;;
Sun May 20 19:55:46 CEST 2018;server read;9000;148;local net;local5;;;
Sun May 20 19:55:46 CEST 2018;memory write;9000;251;HDD;local5;;;
Sun May 20 19:55:46 CEST 2018;memory read;9000;9;HDD;local5;;;
Sun May 20 19:55:46 CEST 2018;server write;9000;56;local net;local5;;;
Sun May 20 19:55:46 CEST 2018;server read;9000;45;local net;local5;;;
Sun May 20 19:55:47 CEST 2018;memory write;9000;237;HDD;local5;;;
Sun May 20 19:55:47 CEST 2018;memory read;9000;12;HDD;local5;;;
Sun May 20 19:55:47 CEST 2018;server write;9000;67;local net;local5;;;
Sun May 20 19:55:47 CEST 2018;server read;9000;59;local net;local5;;;
Sun May 20 19:55:47 CEST 2018;memory write;9000;245;HDD;local5;;;
Sun May 20 19:55:47 CEST 2018;memory read;9000;12;HDD;local5;;;
Sun May 20 19:55:47 CEST 2018;server write;9000;49;local net;local5;;;
Sun May 20 19:55:47 CEST 2018;server read;9000;82;local net;local5;;;
Sun May 20 19:55:47 CEST 2018;memory write;9000;235;HDD;local5;;;
Sun May 20 19:55:47 CEST 2018;memory read;9000;6;HDD;local5;;;
Sun May 20 19:55:47 CEST 2018;server write;9000;53;local net;local5;;;
Sun May 20 19:55:47 CEST 2018;server read;9000;51;local net;local5;;;
Sun May 20 19:55:48 CEST 2018;memory write;9000;234;HDD;local5;;;
Sun May 20 19:55:48 CEST 2018;memory read;9000;11;HDD;local5;;;
Sun May 20 19:55:48 CEST 2018;server write;9000;53;local net;local5;;;
Sun May 20 19:55:48 CEST 2018;server read;9000;47;local net;local5;;;
Sun May 20 19:55:48 CEST 2018;memory write;9000;245;HDD;local5;;;
Sun May 20 19:55:48 CEST 2018;memory read;9000;6;HDD;local5;;;
Sun May 20 19:55:48 CEST 2018;server write;9000;54;local net;local5;;;
Sun May 20 19:55:48 CEST 2018;server read;9000;56;local net;local5;;;
Sun May 20 19:55:49 CEST 2018;memory write;9000;244;HDD;local5;;;
Sun May 20 19:55:49 CEST 2018;memory read;9000;5;HDD;local5;;;
Sun May 20 19:55:49 CEST 2018;server write;9000;68;local net;local5;;;
Sun May 20 19:55:49 CEST 2018;server read;9000;51;local net;local5;;;
Sun May 20 19:55:49 CEST 2018;memory write;9000;242;HDD;local5;;;
Sun May 20 19:55:49 CEST 2018;memory read;9000;7;HDD;local5;;;
Sun May 20 19:55:49 CEST 2018;server write;9000;54;local net;local5;;;
Sun May 20 19:55:49 CEST 2018;server read;9000;45;local net;local5;;;
Sun May 20 19:55:49 CEST 2018;memory write;9000;236;HDD;local5;;;
Sun May 20 19:55:49 CEST 2018;memory read;9000;12;HDD;local5;;;
Sun May 20 19:55:49 CEST 2018;server write;9000;53;local net;local5;;;
Sun May 20 19:55:49 CEST 2018;server read;9000;52;local net;local5;;;
Sun May 20 19:55:50 CEST 2018;memory write;9000;240;HDD;local5;;;
Sun May 20 19:55:50 CEST 2018;memory read;9000;7;HDD;local5;;;
Sun May 20 19:55:50 CEST 2018;server write;9000;50;local net;local5;;;
Sun May 20 19:55:50 CEST 2018;server read;9000;47;local net;local5;;;
Sun May 20 19:55:50 CEST 2018;memory write;9000;242;HDD;local5;;;
Sun May 20 19:55:50 CEST 2018;memory read;9000;6;HDD;local5;;;
Sun May 20 19:55:50 CEST 2018;server write;9000;47;local net;local5;;;
Sun May 20 19:55:50 CEST 2018;server read;9000;48;local net;local5;;;
Sun May 20 19:55:50 CEST 2018;memory write;9000;237;HDD;local5;;;
Sun May 20 19:55:50 CEST 2018;memory read;9000;6;HDD;local5;;;
Sun May 20 19:55:50 CEST 2018;server write;9000;62;local net;local5;;;
Sun May 20 19:55:50 CEST 2018;server read;9000;53;local net;local5;;;
Sun May 20 19:55:51 CEST 2018;memory write;9000;234;HDD;local5;;;
Sun May 20 19:55:51 CEST 2018;memory read;9000;6;HDD;local5;;;
Sun May 20 19:55:51 CEST 2018;server write;9000;55;local net;local5;;;
Sun May 20 19:55:51 CEST 2018;server read;9000;43;local net;local5;;;
Sun May 20 19:55:51 CEST 2018;memory write;9000;240;HDD;local5;;;
Sun May 20 19:55:51 CEST 2018;memory read;9000;11;HDD;local5;;;
Sun May 20 19:55:51 CEST 2018;server write;9000;53;local net;local5;;;
Sun May 20 19:55:51 CEST 2018;server read;9000;47;local net;local5;;;
Sun May 20 19:55:51 CEST 2018;memory write;9000;246;HDD;local5;;;
Sun May 20 19:55:51 CEST 2018;memory read;9000;6;HDD;local5;;;
Sun May 20 19:55:51 CEST 2018;server write;9000;46;local net;local5;;;
Sun May 20 19:55:51 CEST 2018;server read;9000;43;local net;local5;;;
Sun May 20 19:55:52 CEST 2018;memory write;9000;245;HDD;local5;;;
Sun May 20 19:55:52 CEST 2018;memory read;9000;7;HDD;local5;;;
Sun May 20 19:55:52 CEST 2018;server write;9000;46;local net;local5;;;
Sun May 20 19:55:52 CEST 2018;server read;9000;45;local net;local5;;;
Sun May 20 19:55:52 CEST 2018;memory write;9000;245;HDD;local5;;;
Sun May 20 19:55:52 CEST 2018;memory read;9000;7;HDD;local5;;;
Sun May 20 19:55:52 CEST 2018;server write;9000;52;local net;local5;;;
Sun May 20 19:55:52 CEST 2018;server read;9000;49;local net;local5;;;
Sun May 20 19:55:52 CEST 2018;memory write;9000;240;HDD;local5;;;
Sun May 20 19:55:52 CEST 2018;memory read;9000;8;HDD;local5;;;
Sun May 20 19:55:52 CEST 2018;server write;9000;48;local net;local5;;;
Sun May 20 19:55:52 CEST 2018;server read;9000;44;local net;local5;;;
Sun May 20 19:55:53 CEST 2018;memory write;9000;243;HDD;local5;;;
Sun May 20 19:55:53 CEST 2018;memory read;9000;9;HDD;local5;;;
Sun May 20 19:55:53 CEST 2018;server write;9000;74;local net;local5;;;
Sun May 20 19:55:53 CEST 2018;server read;9000;49;local net;local5;;;
Sun May 20 19:55:53 CEST 2018;memory write;9000;251;HDD;local5;;;
Sun May 20 19:55:53 CEST 2018;memory read;9000;15;HDD;local5;;;
Sun May 20 19:55:53 CEST 2018;server write;9000;83;local net;local5;;;
Sun May 20 19:55:53 CEST 2018;server read;9000;57;local net;local5;;;
Sun May 20 19:55:54 CEST 2018;memory write;9000;237;HDD;local5;;;
Sun May 20 19:55:54 CEST 2018;memory read;9000;7;HDD;local5;;;
Sun May 20 19:55:54 CEST 2018;server write;9000;65;local net;local5;;;
Sun May 20 19:55:54 CEST 2018;server read;9000;43;local net;local5;;;
Sun May 20 19:55:54 CEST 2018;memory write;9000;239;HDD;local5;;;
Sun May 20 19:55:54 CEST 2018;memory read;9000;5;HDD;local5;;;
Sun May 20 19:55:54 CEST 2018;server write;9000;80;local net;local5;;;
Sun May 20 19:55:54 CEST 2018;server read;9000;72;local net;local5;;;
Sun May 20 19:55:54 CEST 2018;memory write;9000;245;HDD;local5;;;
Sun May 20 19:55:54 CEST 2018;memory read;9000;9;HDD;local5;;;
Sun May 20 19:55:54 CEST 2018;server write;9000;86;local net;local5;;;
Sun May 20 19:55:54 CEST 2018;server read;9000;83;local net;local5;;;
Sun May 20 19:55:55 CEST 2018;memory write;9000;240;HDD;local5;;;
Sun May 20 19:55:55 CEST 2018;memory read;9000;6;HDD;local5;;;
Sun May 20 19:55:55 CEST 2018;server write;9000;69;local net;local5;;;
Sun May 20 19:55:55 CEST 2018;server read;9000;64;local net;local5;;;
Sun May 20 19:55:55 CEST 2018;memory write;9000;239;HDD;local5;;;
Sun May 20 19:55:55 CEST 2018;memory read;9000;6;HDD;local5;;;
Sun May 20 19:55:55 CEST 2018;server write;9000;87;local net;local5;;;
Sun May 20 19:55:55 CEST 2018;server read;9000;89;local net;local5;;;
Sun May 20 19:55:55 CEST 2018;memory write;9000;241;HDD;local5;;;
Sun May 20 19:55:55 CEST 2018;memory read;9000;6;HDD;local5;;;
Sun May 20 19:55:56 CEST 2018;server write;9000;147;local net;local5;;;
Sun May 20 19:55:56 CEST 2018;server read;9000;98;local net;local5;;;
Sun May 20 19:55:56 CEST 2018;memory write;9000;271;HDD;local5;;;
Sun May 20 19:55:56 CEST 2018;memory read;9000;7;HDD;local5;;;
Sun May 20 19:55:56 CEST 2018;server write;9000;86;local net;local5;;;
Sun May 20 19:55:56 CEST 2018;server read;9000;93;local net;local5;;;
Sun May 20 19:55:56 CEST 2018;memory write;9000;239;HDD;local5;;;
Sun May 20 19:55:56 CEST 2018;memory read;9000;5;HDD;local5;;;
Sun May 20 19:55:57 CEST 2018;server write;9000;72;local net;local5;;;
Sun May 20 19:55:57 CEST 2018;server read;9000;64;local net;local5;;;
Sun May 20 19:55:57 CEST 2018;memory write;9000;234;HDD;local5;;;
Sun May 20 19:55:57 CEST 2018;memory read;9000;6;HDD;local5;;;
Sun May 20 19:55:57 CEST 2018;server write;9000;112;local net;local5;;;
Sun May 20 19:55:57 CEST 2018;server read;9000;132;local net;local5;;;
Sun May 20 19:55:57 CEST 2018;memory write;9000;237;HDD;local5;;;
Sun May 20 19:55:57 CEST 2018;memory read;9000;13;HDD;local5;;;
Sun May 20 19:55:58 CEST 2018;server write;9000;316;local net;local5;;;
Sun May 20 19:55:58 CEST 2018;server read;9000;81;local net;local5;;;
Sun May 20 19:55:58 CEST 2018;memory write;9000;230;HDD;local5;;;
Sun May 20 19:55:58 CEST 2018;memory read;9000;6;HDD;local5;;;
Sun May 20 19:55:58 CEST 2018;server write;9000;98;local net;local5;;;
Sun May 20 19:55:58 CEST 2018;server read;9000;114;local net;local5;;;
Sun May 20 19:55:58 CEST 2018;memory write;9000;255;HDD;local5;;;
Sun May 20 19:55:58 CEST 2018;memory read;9000;11;HDD;local5;;;
Sun May 20 19:55:59 CEST 2018;server write;9000;99;local net;local5;;;
Sun May 20 19:55:59 CEST 2018;server read;9000;58;local net;local5;;;
Sun May 20 19:55:59 CEST 2018;memory write;9000;232;HDD;local5;;;
Sun May 20 19:55:59 CEST 2018;memory read;9000;8;HDD;local5;;;
Sun May 20 19:55:59 CEST 2018;server write;9000;130;local net;local5;;;
Sun May 20 19:55:59 CEST 2018;server read;9000;97;local net;local5;;;
Sun May 20 19:55:59 CEST 2018;memory write;9000;227;HDD;local5;;;
Sun May 20 19:55:59 CEST 2018;memory read;9000;5;HDD;local5;;;
Sun May 20 19:55:59 CEST 2018;server write;9000;90;local net;local5;;;
Sun May 20 19:55:59 CEST 2018;server read;9000;74;local net;local5;;;
Sun May 20 19:56:00 CEST 2018;memory write;9000;230;HDD;local5;;;
Sun May 20 19:56:00 CEST 2018;memory read;9000;14;HDD;local5;;;
Sun May 20 19:56:00 CEST 2018;server write;9000;48;local net;local5;;;
Sun May 20 19:56:00 CEST 2018;server read;9000;55;local net;local5;;;
Sun May 20 19:56:00 CEST 2018;memory write;9000;231;HDD;local5;;;
Sun May 20 19:56:00 CEST 2018;memory read;9000;5;HDD;local5;;;
Sun May 20 19:56:00 CEST 2018;server write;9000;53;local net;local5;;;
Sun May 20 19:56:00 CEST 2018;server read;9000;48;local net;local5;;;
Sun May 20 19:56:00 CEST 2018;memory write;9000;226;HDD;local5;;;
Sun May 20 19:56:00 CEST 2018;memory read;9000;4;HDD;local5;;;
Sun May 20 19:56:00 CEST 2018;server write;9000;46;local net;local5;;;
Sun May 20 19:56:00 CEST 2018;server read;9000;47;local net;local5;;;
Sun May 20 19:56:01 CEST 2018;memory write;9000;230;HDD;local5;;;
Sun May 20 19:56:01 CEST 2018;memory read;9000;14;HDD;local5;;;
Sun May 20 19:56:01 CEST 2018;server write;9000;63;local net;local5;;;
Sun May 20 19:56:01 CEST 2018;server read;9000;67;local net;local5;;;
Sun May 20 19:56:01 CEST 2018;memory write;9000;236;HDD;local5;;;
Sun May 20 19:56:01 CEST 2018;memory read;9000;7;HDD;local5;;;
Sun May 20 19:56:01 CEST 2018;server write;9000;70;local net;local5;;;
Sun May 20 19:56:01 CEST 2018;server read;9000;112;local net;local5;;;
Sun May 20 19:56:02 CEST 2018;memory write;9000;264;HDD;local5;;;
Sun May 20 19:56:02 CEST 2018;memory read;9000;6;HDD;local5;;;
Sun May 20 19:56:02 CEST 2018;server write;9000;83;local net;local5;;;
Sun May 20 19:56:02 CEST 2018;server read;9000;67;local net;local5;;;
Sun May 20 19:56:02 CEST 2018;memory write;9000;234;HDD;local5;;;
Sun May 20 19:56:02 CEST 2018;memory read;9000;4;HDD;local5;;;
Sun May 20 19:56:02 CEST 2018;server write;9000;47;local net;local5;;;
Sun May 20 19:56:02 CEST 2018;server read;9000;57;local net;local5;;;
Sun May 20 19:56:02 CEST 2018;memory write;9000;226;HDD;local5;;;
Sun May 20 19:56:02 CEST 2018;memory read;9000;14;HDD;local5;;;
Sun May 20 19:56:02 CEST 2018;server write;9000;48;local net;local5;;;
Sun May 20 19:56:02 CEST 2018;server read;9000;58;local net;local5;;;
Sun May 20 19:56:03 CEST 2018;memory write;9000;233;HDD;local5;;;
Sun May 20 19:56:03 CEST 2018;memory read;9000;4;HDD;local5;;;
Sun May 20 19:56:03 CEST 2018;server write;9000;52;local net;local5;;;
Sun May 20 19:56:03 CEST 2018;server read;9000;55;local net;local5;;;
Sun May 20 19:56:03 CEST 2018;memory write;9000;232;HDD;local5;;;
Sun May 20 19:56:03 CEST 2018;memory read;9000;4;HDD;local5;;;
Sun May 20 19:56:03 CEST 2018;server write;9000;52;local net;local5;;;
Sun May 20 19:56:03 CEST 2018;server read;9000;48;local net;local5;;;
Sun May 20 19:56:03 CEST 2018;memory write;9000;228;HDD;local5;;;
Sun May 20 19:56:03 CEST 2018;memory read;9000;5;HDD;local5;;;
Sun May 20 19:56:03 CEST 2018;server write;9000;49;local net;local5;;;
Sun May 20 19:56:03 CEST 2018;server read;9000;43;local net;local5;;;
Sun May 20 19:56:04 CEST 2018;memory write;9000;231;HDD;local5;;;
Sun May 20 19:56:04 CEST 2018;memory read;9000;13;HDD;local5;;;
Sun May 20 19:56:04 CEST 2018;server write;9000;70;local net;local5;;;
Sun May 20 19:56:04 CEST 2018;server read;9000;105;local net;local5;;;
Sun May 20 19:56:04 CEST 2018;memory write;9000;238;HDD;local5;;;
Sun May 20 19:56:04 CEST 2018;memory read;9000;6;HDD;local5;;;
Sun May 20 19:56:04 CEST 2018;server write;9000;82;local net;local5;;;
Sun May 20 19:56:04 CEST 2018;server read;9000;78;local net;local5;;;
Sun May 20 19:56:05 CEST 2018;memory write;9000;439;HDD;local5;;;
Sun May 20 19:56:05 CEST 2018;memory read;9000;12;HDD;local5;;;
Sun May 20 19:56:05 CEST 2018;server write;9000;110;local net;local5;;;
Sun May 20 19:56:05 CEST 2018;server read;9000;140;local net;local5;;;
Sun May 20 19:56:05 CEST 2018;memory write;9000;244;HDD;local5;;;
Sun May 20 19:56:05 CEST 2018;memory read;9000;7;HDD;local5;;;
Sun May 20 19:56:05 CEST 2018;server write;9000;57;local net;local5;;;
Sun May 20 19:56:05 CEST 2018;server read;9000;48;local net;local5;;;
Sun May 20 19:56:06 CEST 2018;memory write;9000;240;HDD;local5;;;
Sun May 20 19:56:06 CEST 2018;memory read;9000;16;HDD;local5;;;
Sun May 20 19:56:06 CEST 2018;server write;9000;83;local net;local5;;;
Sun May 20 19:56:06 CEST 2018;server read;9000;46;local net;local5;;;
Sun May 20 19:56:06 CEST 2018;memory write;9000;234;HDD;local5;;;
Sun May 20 19:56:06 CEST 2018;memory read;9000;6;HDD;local5;;;
Sun May 20 19:56:06 CEST 2018;server write;9000;70;local net;local5;;;
