Tue Sep 11 19:13:31 CEST 2018;memory read;262144;0;HDD;wan;;;
Tue Sep 11 19:13:36 CEST 2018;server write;524288;1659;net;wan;;;
Tue Sep 11 19:13:40 CEST 2018;server read;524288;1396;net;wan;;;
Tue Sep 11 19:13:41 CEST 2018;memory write;524288;141;HDD;wan;;;
Tue Sep 11 19:13:41 CEST 2018;memory read;524288;0;HDD;wan;;;
Tue Sep 11 19:13:50 CEST 2018;server write;1048576;3076;net;wan;;;
Tue Sep 11 19:13:55 CEST 2018;server read;1048576;1747;net;wan;;;
Tue Sep 11 19:13:56 CEST 2018;memory write;1048576;156;HDD;wan;;;
Tue Sep 11 19:13:56 CEST 2018;memory read;1048576;1;HDD;wan;;;
Tue Sep 11 19:14:17 CEST 2018;server write;2097152;7093;net;wan;;;
Tue Sep 11 19:14:24 CEST 2018;server read;2097152;2269;net;wan;;;
Tue Sep 11 19:14:24 CEST 2018;memory write;2097152;183;HDD;wan;;;
Tue Sep 11 19:14:24 CEST 2018;memory read;2097152;3;HDD;wan;;;
Tue Sep 11 19:15:06 CEST 2018;server write;4194304;13953;net;wan;;;
Tue Sep 11 19:15:26 CEST 2018;server read;4194304;6714;net;wan;;;
Tue Sep 11 19:15:27 CEST 2018;memory write;4194304;236;HDD;wan;;;
Tue Sep 11 19:15:27 CEST 2018;memory read;4194304;7;HDD;wan;;;
Tue Sep 11 19:16:53 CEST 2018;server write;8388608;28653;net;wan;;;
Tue Sep 11 19:17:24 CEST 2018;server read;8388608;10407;net;wan;;;
Tue Sep 11 19:17:25 CEST 2018;memory write;8388608;358;HDD;wan;;;
Tue Sep 11 19:17:25 CEST 2018;memory read;8388608;8;HDD;wan;;;
